fact	theory	base_name	index	serial	source_file	source_line	concealed	group	hypotheses	has_skip_proof
pss_paper.descP.elims(2)	pss_paper	pss_paper.descP.elims	2	468278	isabelle/pss_paper.thy	683	false	5201622	0	true
pss_paper.descP.elims(3)	pss_paper	pss_paper.descP.elims	3	468280	isabelle/pss_paper.thy	683	false	5201622	0	true
pss_paper.isOT_BT_isOT_BP_graph.intros(1)	pss_paper	pss_paper.isOT_BT_isOT_BP_graph.intros	1	468304	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP_graph.intros(2)	pss_paper	pss_paper.isOT_BT_isOT_BP_graph.intros	2	468306	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP_graph.cases	pss_paper	pss_paper.isOT_BT_isOT_BP_graph.cases	0	468308	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP_graph.induct	pss_paper	pss_paper.isOT_BT_isOT_BP_graph.induct	0	468310	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP_graph.simps	pss_paper	pss_paper.isOT_BT_isOT_BP_graph.simps	0	468312	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP_graph.inducts	pss_paper	pss_paper.isOT_BT_isOT_BP_graph.inducts	0	468314	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP_rel.intros(1)	pss_paper	pss_paper.isOT_BT_isOT_BP_rel.intros	1	468340	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP_rel.intros(2)	pss_paper	pss_paper.isOT_BT_isOT_BP_rel.intros	2	468342	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP_rel.cases	pss_paper	pss_paper.isOT_BT_isOT_BP_rel.cases	0	468344	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP_rel.induct	pss_paper	pss_paper.isOT_BT_isOT_BP_rel.induct	0	468346	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP_rel.simps	pss_paper	pss_paper.isOT_BT_isOT_BP_rel.simps	0	468348	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP_rel.inducts	pss_paper	pss_paper.isOT_BT_isOT_BP_rel.inducts	0	468350	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT.psimps	pss_paper	pss_paper.isOT_BT.psimps	0	468372	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BP.psimps	pss_paper	pss_paper.isOT_BP.psimps	0	468374	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP.pinduct(1)	pss_paper	pss_paper.isOT_BT_isOT_BP.pinduct	1	468376	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP.pinduct(2)	pss_paper	pss_paper.isOT_BT_isOT_BP.pinduct	2	468378	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT_isOT_BP.termination	pss_paper	pss_paper.isOT_BT_isOT_BP.termination	0	468380	isabelle/pss_paper.thy	688	true	5202694	0	true
pss_paper.isOT_BT.cases	pss_paper	pss_paper.isOT_BT.cases	0	468382	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BP.cases	pss_paper	pss_paper.isOT_BP.cases	0	468384	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BT.pelims(1)	pss_paper	pss_paper.isOT_BT.pelims	1	468386	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BT.pelims(2)	pss_paper	pss_paper.isOT_BT.pelims	2	468388	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BT.pelims(3)	pss_paper	pss_paper.isOT_BT.pelims	3	468390	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BP.pelims(1)	pss_paper	pss_paper.isOT_BP.pelims	1	468392	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BP.pelims(2)	pss_paper	pss_paper.isOT_BP.pelims	2	468394	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BP.pelims(3)	pss_paper	pss_paper.isOT_BP.pelims	3	468396	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BT.simps	pss_paper	pss_paper.isOT_BT.simps	0	468404	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BP.simps	pss_paper	pss_paper.isOT_BP.simps	0	468406	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BT_isOT_BP.induct(1)	pss_paper	pss_paper.isOT_BT_isOT_BP.induct	1	468412	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BT_isOT_BP.induct(2)	pss_paper	pss_paper.isOT_BT_isOT_BP.induct	2	468414	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BT.elims(1)	pss_paper	pss_paper.isOT_BT.elims	1	468416	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BT.elims(2)	pss_paper	pss_paper.isOT_BT.elims	2	468418	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BT.elims(3)	pss_paper	pss_paper.isOT_BT.elims	3	468420	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BP.elims(1)	pss_paper	pss_paper.isOT_BP.elims	1	468422	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BP.elims(2)	pss_paper	pss_paper.isOT_BP.elims	2	468424	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.isOT_BP.elims(3)	pss_paper	pss_paper.isOT_BP.elims	3	468426	isabelle/pss_paper.thy	688	false	5202694	0	true
pss_paper.OT_def	pss_paper	pss_paper.OT_def	0	468432	isabelle/pss_paper.thy	692	false	5204044	0	false
pss_paper.OT_B_def	pss_paper	pss_paper.OT_B_def	0	468440	isabelle/pss_paper.thy	699	false	5204118	0	false
pss_paper.numBT_def	pss_paper	pss_paper.numBT_def	0	468448	isabelle/pss_paper.thy	712	false	5204254	0	false
pss_paper.numNat_def	pss_paper	pss_paper.numNat_def	0	468456	isabelle/pss_paper.thy	715	false	5204310	0	false
pss_paper.NatSet_def	pss_paper	pss_paper.NatSet_def	0	468464	isabelle/pss_paper.thy	718	false	5204376	0	false
pss_paper.tbvIdx_def	pss_paper	pss_paper.tbvIdx_def	0	468472	isabelle/pss_paper.thy	723	false	5204440	0	false
pss_paper.domB_operB_xseq_graph.intros(1)	pss_paper	pss_paper.domB_operB_xseq_graph.intros	1	468502	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_graph.intros(2)	pss_paper	pss_paper.domB_operB_xseq_graph.intros	2	468504	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_graph.intros(3)	pss_paper	pss_paper.domB_operB_xseq_graph.intros	3	468506	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_graph.cases	pss_paper	pss_paper.domB_operB_xseq_graph.cases	0	468508	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_graph.induct	pss_paper	pss_paper.domB_operB_xseq_graph.induct	0	468510	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_graph.simps	pss_paper	pss_paper.domB_operB_xseq_graph.simps	0	468512	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_graph.inducts	pss_paper	pss_paper.domB_operB_xseq_graph.inducts	0	468514	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.intros(1)	pss_paper	pss_paper.domB_operB_xseq_rel.intros	1	468572	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.intros(2)	pss_paper	pss_paper.domB_operB_xseq_rel.intros	2	468574	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.intros(3)	pss_paper	pss_paper.domB_operB_xseq_rel.intros	3	468576	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.intros(4)	pss_paper	pss_paper.domB_operB_xseq_rel.intros	4	468578	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.intros(5)	pss_paper	pss_paper.domB_operB_xseq_rel.intros	5	468580	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.intros(6)	pss_paper	pss_paper.domB_operB_xseq_rel.intros	6	468582	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.intros(7)	pss_paper	pss_paper.domB_operB_xseq_rel.intros	7	468584	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.intros(8)	pss_paper	pss_paper.domB_operB_xseq_rel.intros	8	468586	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.intros(9)	pss_paper	pss_paper.domB_operB_xseq_rel.intros	9	468588	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.intros(10)	pss_paper	pss_paper.domB_operB_xseq_rel.intros	10	468590	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.cases	pss_paper	pss_paper.domB_operB_xseq_rel.cases	0	468592	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.induct	pss_paper	pss_paper.domB_operB_xseq_rel.induct	0	468594	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.simps	pss_paper	pss_paper.domB_operB_xseq_rel.simps	0	468596	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB_operB_xseq_rel.inducts	pss_paper	pss_paper.domB_operB_xseq_rel.inducts	0	468598	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB.psimps	pss_paper	pss_paper.domB.psimps	0	468700	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.operB.psimps	pss_paper	pss_paper.operB.psimps	0	468702	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.xseq.psimps	pss_paper	pss_paper.xseq.psimps	0	468704	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.domB_operB_xseq.pinduct(1)	pss_paper	pss_paper.domB_operB_xseq.pinduct	1	468706	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.domB_operB_xseq.pinduct(2)	pss_paper	pss_paper.domB_operB_xseq.pinduct	2	468708	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.domB_operB_xseq.pinduct(3)	pss_paper	pss_paper.domB_operB_xseq.pinduct	3	468710	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.domB_operB_xseq.termination	pss_paper	pss_paper.domB_operB_xseq.termination	0	468712	isabelle/pss_paper.thy	742	true	5204530	0	true
pss_paper.domB.cases	pss_paper	pss_paper.domB.cases	0	468714	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.operB.cases	pss_paper	pss_paper.operB.cases	0	468716	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.xseq.cases	pss_paper	pss_paper.xseq.cases	0	468718	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.domB.pelims	pss_paper	pss_paper.domB.pelims	0	468720	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.operB.pelims	pss_paper	pss_paper.operB.pelims	0	468722	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.xseq.pelims	pss_paper	pss_paper.xseq.pelims	0	468724	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.domB_operB_xseq.domintros(1)	pss_paper	pss_paper.domB_operB_xseq.domintros	1	468726	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.domB_operB_xseq.domintros(2)	pss_paper	pss_paper.domB_operB_xseq.domintros	2	468728	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.domB_operB_xseq.domintros(3)	pss_paper	pss_paper.domB_operB_xseq.domintros	3	468730	isabelle/pss_paper.thy	742	false	5204530	0	true
pss_paper.untrm_graph.intros	pss_paper	pss_paper.untrm_graph.intros	0	468750	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm_graph.cases	pss_paper	pss_paper.untrm_graph.cases	0	468752	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm_graph.induct	pss_paper	pss_paper.untrm_graph.induct	0	468754	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm_graph.simps	pss_paper	pss_paper.untrm_graph.simps	0	468756	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm_graph.inducts	pss_paper	pss_paper.untrm_graph.inducts	0	468758	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm_rel.cases	pss_paper	pss_paper.untrm_rel.cases	0	468776	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm_rel.induct	pss_paper	pss_paper.untrm_rel.induct	0	468778	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm_rel.simps	pss_paper	pss_paper.untrm_rel.simps	0	468780	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm_rel.inducts	pss_paper	pss_paper.untrm_rel.inducts	0	468782	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm.psimps	pss_paper	pss_paper.untrm.psimps	0	468796	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm.pinduct	pss_paper	pss_paper.untrm.pinduct	0	468798	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm.termination	pss_paper	pss_paper.untrm.termination	0	468800	isabelle/pss_paper.thy	790	true	5223326	0	true
pss_paper.untrm.cases	pss_paper	pss_paper.untrm.cases	0	468802	isabelle/pss_paper.thy	790	false	5223326	0	true
pss_paper.untrm.pelims	pss_paper	pss_paper.untrm.pelims	0	468804	isabelle/pss_paper.thy	790	false	5223326	0	true
pss_paper.untrm.simps	pss_paper	pss_paper.untrm.simps	0	468810	isabelle/pss_paper.thy	790	false	5223326	0	true
pss_paper.untrm.induct	pss_paper	pss_paper.untrm.induct	0	468814	isabelle/pss_paper.thy	790	false	5223326	0	true
pss_paper.untrm.elims	pss_paper	pss_paper.untrm.elims	0	468816	isabelle/pss_paper.thy	790	false	5223326	0	true
pss_paper.PB_def	pss_paper	pss_paper.PB_def	0	468822	isabelle/pss_paper.thy	793	false	5223846	0	false
pss_paper.SigmaB_def	pss_paper	pss_paper.SigmaB_def	0	468830	isabelle/pss_paper.thy	796	false	5223924	0	false
pss_paper.p_7_1_term_components	pss_paper	pss_paper.p_7_1_term_components	0	468840	isabelle/pss_paper.thy	802	false	5223996	0	true
pss_paper.buc1_2_2_OT_B_wf	pss_paper	pss_paper.buc1_2_2_OT_B_wf	0	468848	isabelle/pss_paper.thy	817	false	5224054	0	true
pss_paper.buc1_3_2a_fseq_lt	pss_paper	pss_paper.buc1_3_2a_fseq_lt	0	468856	isabelle/pss_paper.thy	822	false	5224090	0	true
pss_paper.buc1_3_2_OT_B_closed	pss_paper	pss_paper.buc1_3_2_OT_B_closed	0	468862	isabelle/pss_paper.thy	828	false	5224140	0	true
pss_paper.arity_type_Sym_pre_Sym	pss_paper	pss_paper.arity_type_Sym_pre_Sym	0	468920	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_pre_Sym.type_definition_Sym_pre_Sym	pss_paper	pss_paper.Sym.Sym_pre_Sym.type_definition_Sym_pre_Sym	0	468926	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_pre_Sym.Rep_Sym_pre_Sym	pss_paper	pss_paper.Sym.Sym_pre_Sym.Rep_Sym_pre_Sym	0	468928	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_pre_Sym.Rep_Sym_pre_Sym_inverse	pss_paper	pss_paper.Sym.Sym_pre_Sym.Rep_Sym_pre_Sym_inverse	0	468930	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_pre_Sym.Abs_Sym_pre_Sym_inverse	pss_paper	pss_paper.Sym.Sym_pre_Sym.Abs_Sym_pre_Sym_inverse	0	468932	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_pre_Sym.Rep_Sym_pre_Sym_inject	pss_paper	pss_paper.Sym.Sym_pre_Sym.Rep_Sym_pre_Sym_inject	0	468934	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_pre_Sym.Abs_Sym_pre_Sym_inject	pss_paper	pss_paper.Sym.Sym_pre_Sym.Abs_Sym_pre_Sym_inject	0	468936	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_pre_Sym.Rep_Sym_pre_Sym_cases	pss_paper	pss_paper.Sym.Sym_pre_Sym.Rep_Sym_pre_Sym_cases	0	468938	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_pre_Sym.Abs_Sym_pre_Sym_cases	pss_paper	pss_paper.Sym.Sym_pre_Sym.Abs_Sym_pre_Sym_cases	0	468940	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_pre_Sym.Rep_Sym_pre_Sym_induct	pss_paper	pss_paper.Sym.Sym_pre_Sym.Rep_Sym_pre_Sym_induct	0	468942	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_pre_Sym.Abs_Sym_pre_Sym_induct	pss_paper	pss_paper.Sym.Sym_pre_Sym.Abs_Sym_pre_Sym_induct	0	468944	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.typerep_Sym_pre_Sym_inst.typerep_Sym_pre_Sym	pss_paper	pss_paper.Sym.typerep_Sym_pre_Sym_inst.typerep_Sym_pre_Sym	0	468946	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.typerep_Sym_pre_Sym_def	pss_paper	pss_paper.Sym.typerep_Sym_pre_Sym_def	0	468952	isabelle/pss_paper.thy	845	false	5224222	0	false
pss_paper.Sym.arity_typerep_Sym_pre_Sym	pss_paper	pss_paper.Sym.arity_typerep_Sym_pre_Sym	0	468958	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.pre_Sym.Sym.map_pre_Sym_def	pss_paper	pss_paper.pre_Sym.Sym.map_pre_Sym_def	0	469014	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.pre_Sym.Sym.rel_pre_Sym_def	pss_paper	pss_paper.pre_Sym.Sym.rel_pre_Sym_def	0	469016	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.pre_Sym.Sym.set_pre_Sym_def	pss_paper	pss_paper.pre_Sym.Sym.set_pre_Sym_def	0	469018	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.alg_Sym_def	pss_paper	pss_paper.Sym.alg_Sym_def	0	469044	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.mor_Sym_def	pss_paper	pss_paper.Sym.mor_Sym_def	0	469054	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.min_alg_Sym_def	pss_paper	pss_paper.Sym.min_alg_Sym_def	0	469100	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.arity_type_Sym_IITN_Sym	pss_paper	pss_paper.arity_type_Sym_IITN_Sym	0	469120	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_IITN_Sym.type_definition_Sym_IITN_Sym	pss_paper	pss_paper.Sym.Sym_IITN_Sym.type_definition_Sym_IITN_Sym	0	469126	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_IITN_Sym.Rep_Sym_IITN_Sym	pss_paper	pss_paper.Sym.Sym_IITN_Sym.Rep_Sym_IITN_Sym	0	469128	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_IITN_Sym.Rep_Sym_IITN_Sym_inverse	pss_paper	pss_paper.Sym.Sym_IITN_Sym.Rep_Sym_IITN_Sym_inverse	0	469130	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_IITN_Sym.Abs_Sym_IITN_Sym_inverse	pss_paper	pss_paper.Sym.Sym_IITN_Sym.Abs_Sym_IITN_Sym_inverse	0	469132	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_IITN_Sym.Rep_Sym_IITN_Sym_inject	pss_paper	pss_paper.Sym.Sym_IITN_Sym.Rep_Sym_IITN_Sym_inject	0	469134	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_IITN_Sym.Abs_Sym_IITN_Sym_inject	pss_paper	pss_paper.Sym.Sym_IITN_Sym.Abs_Sym_IITN_Sym_inject	0	469136	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_IITN_Sym.Rep_Sym_IITN_Sym_cases	pss_paper	pss_paper.Sym.Sym_IITN_Sym.Rep_Sym_IITN_Sym_cases	0	469138	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_IITN_Sym.Abs_Sym_IITN_Sym_cases	pss_paper	pss_paper.Sym.Sym_IITN_Sym.Abs_Sym_IITN_Sym_cases	0	469140	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_IITN_Sym.Rep_Sym_IITN_Sym_induct	pss_paper	pss_paper.Sym.Sym_IITN_Sym.Rep_Sym_IITN_Sym_induct	0	469142	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.Sym_IITN_Sym.Abs_Sym_IITN_Sym_induct	pss_paper	pss_paper.Sym.Sym_IITN_Sym.Abs_Sym_IITN_Sym_induct	0	469144	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.typerep_Sym_IITN_Sym_inst.typerep_Sym_IITN_Sym	pss_paper	pss_paper.Sym.typerep_Sym_IITN_Sym_inst.typerep_Sym_IITN_Sym	0	469146	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.typerep_Sym_IITN_Sym_def	pss_paper	pss_paper.Sym.typerep_Sym_IITN_Sym_def	0	469152	isabelle/pss_paper.thy	845	false	5224222	0	false
pss_paper.Sym.arity_typerep_Sym_IITN_Sym	pss_paper	pss_paper.Sym.arity_typerep_Sym_IITN_Sym	0	469158	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.str_init_Sym_def	pss_paper	pss_paper.Sym.str_init_Sym_def	0	469162	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.arity_type_Sym	pss_paper	pss_paper.arity_type_Sym	0	469180	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.type_definition_Sym	pss_paper	pss_paper.Sym.type_definition_Sym	0	469186	isabelle/pss_paper.thy	845	true	5224222	0	true
pss_paper.Sym.Rep_Sym	pss_paper	pss_paper.Sym.Rep_Sym	0	469188	isabelle/pss_paper.thy	845	true	5224222	0	true
pss_paper.Sym.Rep_Sym_inverse	pss_paper	pss_paper.Sym.Rep_Sym_inverse	0	469190	isabelle/pss_paper.thy	845	true	5224222	0	true
pss_paper.Sym.Abs_Sym_inverse	pss_paper	pss_paper.Sym.Abs_Sym_inverse	0	469192	isabelle/pss_paper.thy	845	true	5224222	0	true
pss_paper.Sym.Rep_Sym_inject	pss_paper	pss_paper.Sym.Rep_Sym_inject	0	469194	isabelle/pss_paper.thy	845	true	5224222	0	true
pss_paper.Sym.Abs_Sym_inject	pss_paper	pss_paper.Sym.Abs_Sym_inject	0	469196	isabelle/pss_paper.thy	845	true	5224222	0	true
pss_paper.Sym.Rep_Sym_cases	pss_paper	pss_paper.Sym.Rep_Sym_cases	0	469198	isabelle/pss_paper.thy	845	true	5224222	0	true
pss_paper.Sym.Abs_Sym_cases	pss_paper	pss_paper.Sym.Abs_Sym_cases	0	469200	isabelle/pss_paper.thy	845	true	5224222	0	true
pss_paper.Sym.Rep_Sym_induct	pss_paper	pss_paper.Sym.Rep_Sym_induct	0	469202	isabelle/pss_paper.thy	845	true	5224222	0	true
pss_paper.Sym.Abs_Sym_induct	pss_paper	pss_paper.Sym.Abs_Sym_induct	0	469204	isabelle/pss_paper.thy	845	true	5224222	0	true
pss_paper.typerep_Sym_inst.typerep_Sym	pss_paper	pss_paper.typerep_Sym_inst.typerep_Sym	0	469206	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.typerep_Sym_def	pss_paper	pss_paper.typerep_Sym_def	0	469212	isabelle/pss_paper.thy	845	false	5224222	0	false
pss_paper.arity_typerep_Sym	pss_paper	pss_paper.arity_typerep_Sym	0	469218	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.ctor_Sym_def	pss_paper	pss_paper.Sym.ctor_Sym_def	0	469222	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.ctor_fold_Sym_def	pss_paper	pss_paper.Sym.ctor_fold_Sym_def	0	469228	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.dtor_Sym_def	pss_paper	pss_paper.Sym.dtor_Sym_def	0	469246	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.ctor_rec_Sym_def	pss_paper	pss_paper.Sym.ctor_rec_Sym_def	0	469280	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.case_Sym_def	pss_paper	pss_paper.Sym.case_Sym_def	0	469320	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.term_of_Sym_inst.term_of_Sym	pss_paper	pss_paper.term_of_Sym_inst.term_of_Sym	0	469410	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.term_of_Sym_triv	pss_paper	pss_paper.term_of_Sym_triv	0	469416	isabelle/pss_paper.thy	845	false	5224222	0	false
pss_paper.arity_term_of_Sym	pss_paper	pss_paper.arity_term_of_Sym	0	469422	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.partial_term_of_Sym_inst.partial_term_of_Sym	pss_paper	pss_paper.partial_term_of_Sym_inst.partial_term_of_Sym	0	469436	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.partial_term_of_Sym_triv	pss_paper	pss_paper.partial_term_of_Sym_triv	0	469442	isabelle/pss_paper.thy	845	false	5224222	0	false
pss_paper.arity_partial_term_of_Sym	pss_paper	pss_paper.arity_partial_term_of_Sym	0	469448	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.equal_Sym_inst.equal_Sym	pss_paper	pss_paper.equal_Sym_inst.equal_Sym	0	469478	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.equal_Sym_def	pss_paper	pss_paper.equal_Sym_def	0	469484	isabelle/pss_paper.thy	845	false	5224222	0	false
pss_paper.arity_equal_Sym	pss_paper	pss_paper.arity_equal_Sym	0	469490	isabelle/pss_paper.thy	845	true	5224222	0	false
pss_paper.Sym.eq.refl	pss_paper	pss_paper.Sym.eq.refl	0	469502	isabelle/pss_paper.thy	845	false	5224222	0	true
pss_paper.Sym.eq.simps(1)	pss_paper	pss_paper.Sym.eq.simps	1	469504	isabelle/pss_paper.thy	845	false	5224222	0	true
pss_paper.Sym.eq.simps(2)	pss_paper	pss_paper.Sym.eq.simps	2	469506	isabelle/pss_paper.thy	845	false	5224222	0	true
pss_paper.Sym.eq.simps(3)	pss_paper	pss_paper.Sym.eq.simps	3	469508	isabelle/pss_paper.thy	845	false	5224222	0	true
