source	target	source_serial	target_serial
pss_mechanized.operCA_tiling_hpN_via_spsy	pss_mechanized.operCA_tiling_hpN_via_sblk	656752	642262
pss_mechanized.operCA_tiling_hpN_via_spsy	pss_mechanized.operCA_tiling_sblk_via_spsy	656752	656084
pss_mechanized.operCA_tiling_le0_prefix_proj	pss_mechanized.le0_prefix_row0	640702	520236
pss_mechanized.operCA_tiling_le0_prefix_proj	pss_mechanized.m_5_1_ancestor_tree_1	640702	477158
pss_mechanized.operCA_tiling_le0_prefix_proj	pss_mechanized.nextrel0_rtrancl_mono	640702	476900
pss_mechanized.operCA_tiling_le0_prefix_proj	pss_mechanized.operB_gen_entry_prefix	640702	581274
pss_mechanized.operCA_tiling_le0_prefix_proj	pss_mechanized.oper_gen_block_entry0	640702	504632
pss_mechanized.operCA_tiling_le0_prefix_proj	pss_mechanized.poper_oper_nth0	640702	485304
pss_mechanized.operCA_tiling_row0	pss_mechanized.operB_gen_LngM	590404	581146
pss_mechanized.operCA_tiling_row0	pss_mechanized.oper_gen_tiling_row0_blockstart0	590404	590336
pss_mechanized.operCA_tiling_row0	pss_mechanized.oper_gen_tiling_row0_boundary	590404	588182
pss_mechanized.operCA_tiling_row0	pss_mechanized.oper_gen_tiling_row0_boundary_i0	590404	590286
pss_mechanized.operCA_tiling_row0	pss_mechanized.oper_gen_tiling_row0_interior	590404	585272
pss_mechanized.operCA_tiling_row0	pss_mechanized.oper_tiling_row0_prefix	590404	582278
pss_mechanized.operCA_tiling_row1	pss_mechanized.operCA_tiling_row1_prefix	589452	585982
pss_mechanized.operCA_tiling_row1_charac_i0	pss_mechanized.nextR1_unique	599706	491128
pss_mechanized.operCA_tiling_row1_charac_i0	pss_mechanized.nextrel0_rtrancl_mono	599706	476900
pss_mechanized.operCA_tiling_row1_charac_i0	pss_mechanized.operB_gen_LngM	599706	581146
pss_mechanized.operCA_tiling_row1_charac_i0	pss_mechanized.operB_gen_entry_prefix	599706	581274
pss_mechanized.operCA_tiling_row1_charac_i0	pss_mechanized.operCA_tiling_within1_via_pbase	599706	591804
pss_mechanized.operCA_tiling_row1_charac_i0	pss_mechanized.oper_d0zero_entryi_base	599706	592966
pss_mechanized.operCA_tiling_row1_charac_i0	pss_mechanized.oper_d0zero_le0_base_fwd	599706	597466
pss_mechanized.operCA_tiling_row1_charac_i0	pss_mechanized.oper_d0zero_le0_confined	599706	502942
pss_mechanized.operCA_tiling_row1_charac_i0	pss_mechanized.oper_d0zero_le0_lift	599706	599118
pss_mechanized.operCA_tiling_row1_charac_i0	pss_mechanized.oper_gen_block_entry1	599706	504874
pss_mechanized.operCA_tiling_row1_charac_i1_cond	pss_mechanized.operCA_tiling_within1_via_pbase	602972	591804
pss_mechanized.operCA_tiling_row1_prefix	pss_mechanized.nextrel1_prefix_imp	585982	505852
pss_mechanized.operCA_tiling_row1_prefix	pss_mechanized.oper_gen_nth_prefix	585982	504992
pss_mechanized.operCA_tiling_sblk_via_owithin	pss_mechanized.operB_gen_LngM	647488	581146
pss_mechanized.operCA_tiling_sblk_via_owithin	pss_mechanized.operCA_tiling_entry1_base'	647488	590856
pss_mechanized.operCA_tiling_sblk_via_spsy	pss_mechanized.operB_gen_LngM	656084	581146
pss_mechanized.operCA_tiling_sblk_via_spsy	pss_mechanized.operCA_tiling_entry1_base'	656084	590856
pss_mechanized.operCA_tiling_sblk_via_spsy	pss_mechanized.oper_d1pos_ctx_period_le0Np	656084	526316
pss_mechanized.operCA_tiling_sblk_via_spsy	pss_mechanized.oper_d1pos_le0_offset_within	656084	646088
pss_mechanized.operCA_tiling_valley_comp_reduced	pss_mechanized.nextrel0_rtrancl_mono	635490	476900
pss_mechanized.operCA_tiling_valley_comp_reduced	pss_mechanized.operB_gen_LngM	635490	581146
pss_mechanized.operCA_tiling_valley_comp_reduced	pss_mechanized.oper_d1pos_ctx_period_le0Np	635490	526316
pss_mechanized.operCA_tiling_via_bcorr	pss_mechanized.operCA_tiling_cond	607800	590030
pss_mechanized.operCA_tiling_via_bcorr	pss_mechanized.operCA_tiling_row0	607800	590404
pss_mechanized.operCA_tiling_via_bcorr	pss_mechanized.operCA_tiling_within1_cond	607800	604700
pss_mechanized.operCA_tiling_within1_cond	pss_mechanized.operCA_tiling_row1_charac_i0	604700	599706
pss_mechanized.operCA_tiling_within1_cond	pss_mechanized.operCA_tiling_row1_charac_i1_cond	604700	602972
pss_mechanized.operCA_tiling_within1_ex	pss_mechanized.operB_gen_LngM	590686	581146
pss_mechanized.operCA_tiling_within1_ex	pss_mechanized.operCA_tiling_entry1_base	590686	582680
pss_mechanized.operCA_tiling_within1_via_pbase	pss_mechanized.operCA_tiling_entry1_base'	591804	590856
pss_mechanized.operCA_tiling_within1_via_pbase	pss_mechanized.operCA_tiling_within1_via_reflect	591804	590540
pss_mechanized.operCA_tiling_within1_via_reflect	pss_mechanized.operCA_tiling_row1_plus1_transfer	590540	583582
pss_mechanized.operCB_tiling	pss_mechanized.ST_PS_T_PS	581532	497364
pss_mechanized.operCB_tiling	pss_mechanized.operCB_tiling_T	581532	581416
pss_mechanized.operCB_tiling_T	pss_mechanized.idxsum_no_parent0_iff	581416	488114
pss_mechanized.operCB_tiling_T	pss_mechanized.operB_gen_LngM	581416	581146
pss_mechanized.operCB_tiling_T	pss_mechanized.operB_gen_entry_prefix	581416	581274
pss_mechanized.operCB_tiling_T	pss_mechanized.oper_gen_block_entry0	581416	504632
pss_mechanized.operCB_tiling_T	pss_mechanized.oper_gen_block_entry1	581416	504874
pss_mechanized.operCB_tiling_T	pss_mechanized.poper_nextR_imp_le0	581416	483834
pss_mechanized.oper_T_PS	pss_mechanized.operB_gen_LngM	710704	581146
pss_mechanized.oper_T_PS	pss_mechanized.poper_nextR_imp_le0	710704	483834
pss_mechanized.oper_blockstart_hasParent_j0	pss_mechanized.m_5_1_parent_exists_2	701394	477058
pss_mechanized.oper_blockstart_hasParent_j0	pss_mechanized.nextR1_unique	701394	491128
pss_mechanized.oper_blockstart_hasParent_j0	pss_mechanized.operB_gen_entry_prefix	701394	581274
pss_mechanized.oper_blockstart_hasParent_j0	pss_mechanized.oper_d1pos_entry1	701394	501806
pss_mechanized.oper_blockstart_hasParent_j0	pss_mechanized.oper_d1pos_le0_cross_back	701394	601334
pss_mechanized.oper_blockstart_hasParent_j0	pss_mechanized.oper_d1pos_le0_prefix_back	701394	697354
pss_mechanized.oper_boundary_valley	pss_mechanized.nextrel0_rtrancl_mono	697742	476900
pss_mechanized.oper_boundary_valley	pss_mechanized.operB_gen_entry_prefix	697742	581274
pss_mechanized.oper_boundary_valley	pss_mechanized.oper_d1pos_entry1	697742	501806
pss_mechanized.oper_boundary_valley	pss_mechanized.oper_d1pos_le0_cross_back	697742	601334
pss_mechanized.oper_boundary_valley	pss_mechanized.oper_d1pos_le0_prefix_back	697742	697354
pss_mechanized.oper_d0zero_entry0	pss_mechanized.oper_d0zero_nth	502504	502360
pss_mechanized.oper_d0zero_entry0_min	pss_mechanized.oper_d0zero_entry0	512218	502504
pss_mechanized.oper_d0zero_entry0_min	pss_mechanized.parent_block_entry0_min	512218	502572
pss_mechanized.oper_d0zero_entryi_base	pss_mechanized.operB_gen_LngM	592966	581146
pss_mechanized.oper_d0zero_entryi_base	pss_mechanized.operB_gen_entry_prefix	592966	581274
pss_mechanized.oper_d0zero_entryi_base	pss_mechanized.oper_d0zero_nth	592966	502360
pss_mechanized.oper_d0zero_expand	pss_mechanized.poper_oper_expand	500894	484954
pss_mechanized.oper_d0zero_interior_hasParent_base	pss_mechanized.m_5_1_parent_exists_2	701626	477058
pss_mechanized.oper_d0zero_interior_hasParent_base	pss_mechanized.nextR1_unique	701626	491128
pss_mechanized.oper_d0zero_interior_hasParent_base	pss_mechanized.nextrel0_rtrancl_mono	701626	476900
pss_mechanized.oper_d0zero_interior_hasParent_base	pss_mechanized.oper_d0zero_entryi_base	701626	592966
pss_mechanized.oper_d0zero_interior_hasParent_base	pss_mechanized.oper_d0zero_le0_base_fwd	701626	597466
pss_mechanized.oper_d0zero_le0_base_fwd	pss_mechanized.nextrel0_rtrancl_mono	597466	476900
pss_mechanized.oper_d0zero_le0_base_fwd	pss_mechanized.oper_d0zero_nextrel0_base	597466	596648
pss_mechanized.oper_d0zero_le0_confined	pss_mechanized.oper_d0zero_entry0	502942	502504
pss_mechanized.oper_d0zero_le0_confined	pss_mechanized.oper_d0zero_expand	502942	500894
pss_mechanized.oper_d0zero_le0_confined	pss_mechanized.parent_block_entry0_min	502942	502572
pss_mechanized.oper_d0zero_le0_confined	pss_mechanized.poper_nextR_imp_le0	502942	483834
pss_mechanized.oper_d0zero_le0_inblock_back	pss_mechanized.operB_gen_LngM	594406	581146
pss_mechanized.oper_d0zero_le0_inblock_back	pss_mechanized.oper_d0zero_le0_confined	594406	502942
pss_mechanized.oper_d0zero_le0_inblock_back	pss_mechanized.oper_d0zero_nextrel0_inblock_back	594406	593604
pss_mechanized.oper_d0zero_le0_lift	pss_mechanized.nextrel0_rtrancl_mono	599118	476900
pss_mechanized.oper_d0zero_le0_lift	pss_mechanized.operB_gen_LngM	599118	581146
pss_mechanized.oper_d0zero_le0_lift	pss_mechanized.oper_d0zero_nextrel0_lift	599118	598454
pss_mechanized.oper_d0zero_le0_slice_lift	pss_mechanized.nextrel0_rtrancl_mono	595528	476900
pss_mechanized.oper_d0zero_le0_slice_lift	pss_mechanized.oper_gen_le0_within_forward	595528	592522
pss_mechanized.oper_d0zero_nextrel0_base	pss_mechanized.operB_gen_LngM	596648	581146
pss_mechanized.oper_d0zero_nextrel0_base	pss_mechanized.operB_gen_entry_prefix	596648	581274
pss_mechanized.oper_d0zero_nextrel0_base	pss_mechanized.oper_d0zero_nextrel0_inblock_back	596648	593604
pss_mechanized.oper_d0zero_nextrel0_base	pss_mechanized.oper_gen_block_entry0	596648	504632
pss_mechanized.oper_d0zero_nextrel0_base	pss_mechanized.parent_block_entry0_min	596648	502572
pss_mechanized.oper_d0zero_nextrel0_inblock_back	pss_mechanized.oper_gen_block_entry0	593604	504632
pss_mechanized.oper_d0zero_nextrel0_lift	pss_mechanized.operB_gen_LngM	598454	581146
pss_mechanized.oper_d0zero_nextrel0_lift	pss_mechanized.operB_gen_entry_prefix	598454	581274
pss_mechanized.oper_d0zero_nextrel0_lift	pss_mechanized.oper_d0zero_entryi_base	598454	592966
pss_mechanized.oper_d0zero_nextrel0_lift	pss_mechanized.oper_gen_block_entry0	598454	504632
pss_mechanized.oper_d0zero_nextrel0_lift	pss_mechanized.oper_gen_nextrel0_within	598454	581970
pss_mechanized.oper_d0zero_nextrel0_lift	pss_mechanized.parent_block_entry0_min	598454	502572
pss_mechanized.oper_d0zero_nth	pss_mechanized.nth_concat_replicate	502360	500864
pss_mechanized.oper_d0zero_nth	pss_mechanized.oper_d0zero_expand	502360	500894
pss_mechanized.oper_d0zero_nth_le_parent	pss_mechanized.oper_d0zero_nth	505520	502360
pss_mechanized.oper_d0zero_nth_le_parent	pss_mechanized.oper_d0zero_nth_prefix	505520	505416
pss_mechanized.oper_d0zero_nth_le_parent	pss_mechanized.poper_nextR_imp_le0	505520	483834
pss_mechanized.oper_d0zero_nth_prefix	pss_mechanized.oper_d0zero_expand	505416	500894
pss_mechanized.oper_d0zero_nth_prefix	pss_mechanized.poper_nextR_imp_le0	505416	483834
pss_mechanized.oper_d0zero_parent1_readback	pss_mechanized.nextR1_unique	702672	491128
pss_mechanized.oper_d0zero_parent1_readback	pss_mechanized.nextrel0_rtrancl_mono	702672	476900
pss_mechanized.oper_d0zero_parent1_readback	pss_mechanized.oper_d0zero_entryi_base	702672	592966
pss_mechanized.oper_d0zero_parent1_readback	pss_mechanized.oper_d0zero_le0_base_fwd	702672	597466
pss_mechanized.oper_d0zero_parent1_readback	pss_mechanized.oper_d0zero_le0_lift	702672	599118
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized.Lng_seg	513456	478982
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized.adm_le0_seg	513456	481600
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized.m_6_2_P_additive	513456	480978
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized.oper_d0zero_entry0	513456	502504
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized.oper_d0zero_entry0_min	513456	512218
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized.oper_d0zero_nth	513456	502360
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized.oper_d0zero_seg_P_blk1fold	513456	513126
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized.poper_P_nonmulti	513456	482394
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized.seg_nth_eq	513456	498948
pss_mechanized.oper_d0zero_seg_P_blk0fold	pss_mechanized.seg_of_seg	513456	499018
pss_mechanized.oper_d0zero_seg_P_blk1fold	pss_mechanized.Lng_seg	513126	478982
pss_mechanized.oper_d0zero_seg_P_blk1fold	pss_mechanized.adm_le0_seg	513126	481600
pss_mechanized.oper_d0zero_seg_P_blk1fold	pss_mechanized.oper_d0zero_expand	513126	500894
pss_mechanized.oper_d0zero_seg_P_blk1fold	pss_mechanized.oper_d0zero_nth	513126	502360
pss_mechanized.oper_d0zero_seg_P_blk1fold	pss_mechanized.oper_d0zero_seg_P_split	513126	512564
pss_mechanized.oper_d0zero_seg_P_blk1fold	pss_mechanized.poper_P_nonmulti	513126	482394
pss_mechanized.oper_d0zero_seg_P_blk1fold	pss_mechanized.seg_nth_eq	513126	498948
pss_mechanized.oper_d0zero_seg_P_hfold	pss_mechanized.oper_d0zero_expand	512730	500894
pss_mechanized.oper_d0zero_seg_P_hfold	pss_mechanized.oper_d0zero_seg_P_split	512730	512564
pss_mechanized.oper_d0zero_seg_P_split	pss_mechanized.Lng_seg	512564	478982
pss_mechanized.oper_d0zero_seg_P_split	pss_mechanized.adm_le0_seg	512564	481600
pss_mechanized.oper_d0zero_seg_P_split	pss_mechanized.m_6_2_P_additive	512564	480978
pss_mechanized.oper_d0zero_seg_P_split	pss_mechanized.oper_d0zero_entry0	512564	502504
pss_mechanized.oper_d0zero_seg_P_split	pss_mechanized.oper_d0zero_entry0_min	512564	512218
pss_mechanized.oper_d0zero_seg_P_split	pss_mechanized.oper_d0zero_nth	512564	502360
pss_mechanized.oper_d0zero_seg_P_split	pss_mechanized.poper_P_nonmulti	512564	482394
pss_mechanized.oper_d0zero_seg_P_split	pss_mechanized.seg_nth_eq	512564	498948
pss_mechanized.oper_d0zero_seg_P_split	pss_mechanized.seg_of_seg	512564	499018
pss_mechanized.oper_d0zero_seg_period_reduce	pss_mechanized.Lng_seg	505608	478982
pss_mechanized.oper_d0zero_seg_period_reduce	pss_mechanized.oper_d0zero_nth	505608	502360
pss_mechanized.oper_d0zero_seg_period_reduce	pss_mechanized.oper_d0zero_nth_prefix	505608	505416
pss_mechanized.oper_d0zero_seg_period_reduce	pss_mechanized.poper_nextR_imp_le0	505608	483834
pss_mechanized.oper_d0zero_seg_period_reduce	pss_mechanized.seg_nth_eq	505608	498948
pss_mechanized.oper_d1pos_Br_comp_mono	pss_mechanized.m_6_2_P_components_1	505328	481216
pss_mechanized.oper_d1pos_LOW_source_eq	pss_mechanized.Lng_funpow_IncrFirst	502180	493008
pss_mechanized.oper_d1pos_LOW_source_eq	pss_mechanized.Lng_seg	502180	478982
pss_mechanized.oper_d1pos_LOW_source_eq	pss_mechanized.entry_funpow_IncrFirst0	502180	493348
pss_mechanized.oper_d1pos_LOW_source_eq	pss_mechanized.entry_funpow_IncrFirst1	502180	493368
pss_mechanized.oper_d1pos_LOW_source_eq	pss_mechanized.oper_d1pos_nth	502180	501310
pss_mechanized.oper_d1pos_LOW_source_eq	pss_mechanized.seg_nth_eq	502180	498948
pss_mechanized.oper_d1pos_LngM	pss_mechanized.oper_d1pos_expand	501078	500990
pss_mechanized.oper_d1pos_anchor_coincide_period_boundary	pss_mechanized.anchor_ge_of_leftmin	524740	518342
pss_mechanized.oper_d1pos_anchor_coincide_period_boundary	pss_mechanized.oper_d1pos_branch_anchor	524740	513900
pss_mechanized.oper_d1pos_anchor_coincide_period_interior	pss_mechanized.Lng_funpow_IncrFirst	524622	493008
pss_mechanized.oper_d1pos_anchor_coincide_period_interior	pss_mechanized.P_funpow_IncrFirst	524622	480144
pss_mechanized.oper_d1pos_anchor_coincide_period_interior	pss_mechanized.entry_funpow_IncrFirst0	524622	493348
pss_mechanized.oper_d1pos_anchor_coincide_period_interior	pss_mechanized.entry_funpow_IncrFirst1	524622	493368
pss_mechanized.oper_d1pos_anchor_coincide_period_interior	pss_mechanized.idxsum_nth	524622	487242
pss_mechanized.oper_d1pos_anchor_coincide_period_interior	pss_mechanized.oper_d1pos_branch_anchor	524622	513900
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized.Lng_funpow_IncrFirst	521186	493008
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized.Lng_seg	521186	478982
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized.P_butlast_take_at_anchor	521186	516466
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized.P_funpow_IncrFirst	521186	480144
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized.P_nonempty	521186	479566
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized.entry_funpow_IncrFirst0	521186	493348
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized.entry_funpow_IncrFirst1	521186	493368
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized.entry_seg	521186	479150
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized.idxsum_nth	521186	487242
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized.oper_d1pos_branch_anchor	521186	513900
pss_mechanized.oper_d1pos_anchor_coincide_period_unified	pss_mechanized.oper_d1pos_branch_butl	521186	513988
pss_mechanized.oper_d1pos_anchor_coincide_regA	pss_mechanized.Lng_seg	516662	478982
pss_mechanized.oper_d1pos_anchor_coincide_regA	pss_mechanized.P_butlast_take_at_anchor	516662	516466
pss_mechanized.oper_d1pos_anchor_coincide_regA	pss_mechanized.entry_seg	516662	479150
pss_mechanized.oper_d1pos_anchor_coincide_regA	pss_mechanized.idxsum_nth	516662	487242
pss_mechanized.oper_d1pos_anchor_coincide_regA	pss_mechanized.oper_d1pos_seg_low_verbatim	516662	516336
pss_mechanized.oper_d1pos_anchor_coincide_regA	pss_mechanized.seg_of_seg	516662	499018
pss_mechanized.oper_d1pos_anchor_coincide_regA2	pss_mechanized.oper_d1pos_anchor_coincide_regA	518088	516662
pss_mechanized.oper_d1pos_anchor_coincide_regA2	pss_mechanized.oper_d1pos_cNlt_of_Ajm2	518088	516814
pss_mechanized.oper_d1pos_anchor_coincide_regA2	pss_mechanized.oper_d1pos_clt_regA	518088	517158
pss_mechanized.oper_d1pos_anchor_coincide_regB	pss_mechanized.Lng_funpow_IncrFirst	518286	493008
pss_mechanized.oper_d1pos_anchor_coincide_regB	pss_mechanized.Lng_seg	518286	478982
pss_mechanized.oper_d1pos_anchor_coincide_regB	pss_mechanized.P_butlast_take_at_anchor	518286	516466
pss_mechanized.oper_d1pos_anchor_coincide_regB	pss_mechanized.P_funpow_IncrFirst	518286	480144
pss_mechanized.oper_d1pos_anchor_coincide_regB	pss_mechanized.entry_funpow_IncrFirst0	518286	493348
pss_mechanized.oper_d1pos_anchor_coincide_regB	pss_mechanized.entry_funpow_IncrFirst1	518286	493368
pss_mechanized.oper_d1pos_anchor_coincide_regB	pss_mechanized.entry_seg	518286	479150
pss_mechanized.oper_d1pos_anchor_coincide_regB	pss_mechanized.idxsum_nth	518286	487242
pss_mechanized.oper_d1pos_anchor_coincide_regB2	pss_mechanized.Lng_seg	518684	478982
pss_mechanized.oper_d1pos_anchor_coincide_regB2	pss_mechanized.anchor_ge_of_leftmin	518684	518342
pss_mechanized.oper_d1pos_anchor_coincide_regB2	pss_mechanized.entry_seg	518684	479150
pss_mechanized.oper_d1pos_anchor_coincide_regB2	pss_mechanized.oper_d1pos_LngM	518684	501078
pss_mechanized.oper_d1pos_anchor_coincide_regB2	pss_mechanized.oper_d1pos_branch_anchor	518684	513900
pss_mechanized.oper_d1pos_anchor_coincide_regB2	pss_mechanized.oper_d1pos_clt_regB	518684	517588
pss_mechanized.oper_d1pos_anchor_coincide_regB2	pss_mechanized.oper_d1pos_entry0	518684	501554
pss_mechanized.oper_d1pos_anchor_coincide_regB2	pss_mechanized.oper_d1pos_entry1	518684	501806
pss_mechanized.oper_d1pos_anchor_tail_entry	pss_mechanized.Lng_seg	514250	478982
pss_mechanized.oper_d1pos_anchor_tail_entry	pss_mechanized.entry_seg	514250	479150
pss_mechanized.oper_d1pos_anchor_tail_entry	pss_mechanized.oper_d1pos_branch_anchor	514250	513900
pss_mechanized.oper_d1pos_b3n_boundary	pss_mechanized.Lng_seg	511058	478982
pss_mechanized.oper_d1pos_b3n_boundary	pss_mechanized.adm_le0_seg	511058	481600
pss_mechanized.oper_d1pos_b3n_boundary	pss_mechanized.trunk_le0	511058	490496
pss_mechanized.oper_d1pos_block_chain	pss_mechanized.nextrel0_rtrancl_mono	503986	476900
pss_mechanized.oper_d1pos_block_chain	pss_mechanized.oper_d1pos_LngM	503986	501078
pss_mechanized.oper_d1pos_block_chain	pss_mechanized.oper_d1pos_nextrel0_transfer	503986	503668
pss_mechanized.oper_d1pos_block_chain	pss_mechanized.poper_nextR_imp_le0	503986	483834
pss_mechanized.oper_d1pos_branch_anchor	pss_mechanized.P_nonempty	513900	479566
pss_mechanized.oper_d1pos_branch_anchor	pss_mechanized.idxsum_P_component_nonempty	513900	487716
pss_mechanized.oper_d1pos_branch_anchor	pss_mechanized.idxsum_concat_P	513900	487196
pss_mechanized.oper_d1pos_branch_anchor	pss_mechanized.idxsum_diff	513900	487440
pss_mechanized.oper_d1pos_branch_anchor	pss_mechanized.idxsum_leftend_lmin	513900	488282
pss_mechanized.oper_d1pos_branch_anchor	pss_mechanized.idxsum_nth	513900	487242
pss_mechanized.oper_d1pos_branch_anchor	pss_mechanized.idxsum_sum_take_mono	513900	487348
pss_mechanized.oper_d1pos_branch_anchor	pss_mechanized.m_6_2_P_components_1	513900	481216
pss_mechanized.oper_d1pos_branch_anchor	pss_mechanized.m_6_4_P_IdxSum	513900	487918
pss_mechanized.oper_d1pos_branch_butl	pss_mechanized.oper_d1pos_branch_anchor	513988	513900
pss_mechanized.oper_d1pos_branch_butl	pss_mechanized.oper_d1pos_notbrle_P_split	513988	513532
pss_mechanized.oper_d1pos_branch_collapse_concrete	pss_mechanized.oper_d1pos_branch_anchor	513962	513900
pss_mechanized.oper_d1pos_branch_collapse_concrete	pss_mechanized.oper_d1pos_collapse	513962	513760
pss_mechanized.oper_d1pos_branch_lowshift_regA	pss_mechanized.oper_d1pos_seg_low_verbatim	516562	516336
pss_mechanized.oper_d1pos_branch_lowshift_regA	pss_mechanized.seg_of_seg	516562	499018
pss_mechanized.oper_d1pos_branch_lowshift_regB	pss_mechanized.oper_d1pos_LOW_source_eq	514228	502180
pss_mechanized.oper_d1pos_branch_lowshift_regB	pss_mechanized.seg_of_seg	514228	499018
pss_mechanized.oper_d1pos_branch_lowshift_regB_plug	pss_mechanized.oper_d1pos_branch_lowshift_regB	519146	514228
pss_mechanized.oper_d1pos_cNlt_of_Ajm2	pss_mechanized.Lng_seg	516814	478982
pss_mechanized.oper_d1pos_cNlt_of_Ajm2	pss_mechanized.anchor_lt_of_uniform_witness	516814	516764
pss_mechanized.oper_d1pos_cNlt_of_Ajm2	pss_mechanized.entry_seg	516814	479150
pss_mechanized.oper_d1pos_clt_regA	pss_mechanized.Lng_seg	517158	478982
pss_mechanized.oper_d1pos_clt_regA	pss_mechanized.anchor_lt_of_uniform_witness	517158	516764
pss_mechanized.oper_d1pos_clt_regA	pss_mechanized.entry_seg	517158	479150
pss_mechanized.oper_d1pos_clt_regA	pss_mechanized.oper_d1pos_LngM	517158	501078
pss_mechanized.oper_d1pos_clt_regA	pss_mechanized.oper_d1pos_entry0	517158	501554
pss_mechanized.oper_d1pos_clt_regA	pss_mechanized.oper_d1pos_period_row0_floor	517158	516856
pss_mechanized.oper_d1pos_clt_regB	pss_mechanized.Lng_seg	517588	478982
pss_mechanized.oper_d1pos_clt_regB	pss_mechanized.anchor_lt_of_uniform_witness	517588	516764
pss_mechanized.oper_d1pos_clt_regB	pss_mechanized.entry_seg	517588	479150
pss_mechanized.oper_d1pos_clt_regB	pss_mechanized.oper_d1pos_LngM	517588	501078
pss_mechanized.oper_d1pos_clt_regB	pss_mechanized.oper_d1pos_entry0	517588	501554
pss_mechanized.oper_d1pos_clt_regB	pss_mechanized.oper_d1pos_period_row0_floor	517588	516856
pss_mechanized.oper_d1pos_clt_regB	pss_mechanized.oper_d1pos_strict_period_floor	517588	516886
pss_mechanized.oper_d1pos_collapse	pss_mechanized.P_funpow_IncrFirst	513760	480144
pss_mechanized.oper_d1pos_collapse	pss_mechanized.oper_d1pos_notbrle_P_split	513760	513532
pss_mechanized.oper_d1pos_ctx_dpos	pss_mechanized.le0_ances_aux	519370	476986
pss_mechanized.oper_d1pos_ctx_dpos	pss_mechanized.poper_nextR_imp_le0	519370	483834
pss_mechanized.oper_d1pos_ctx_le0Np	pss_mechanized.le0_prefix_row0	520540	520236
pss_mechanized.oper_d1pos_ctx_le0Np	pss_mechanized.m_5_1_ancestor_tree_1	520540	477158
pss_mechanized.oper_d1pos_ctx_le0Np	pss_mechanized.oper_d1pos_row0_agree	520540	520018
pss_mechanized.oper_d1pos_ctx_multiM	pss_mechanized.Lng_seg	519752	478982
pss_mechanized.oper_d1pos_ctx_multiM	pss_mechanized.TrMax_bound	519752	489582
pss_mechanized.oper_d1pos_ctx_multiM	pss_mechanized.adm_le0_seg	519752	481600
pss_mechanized.oper_d1pos_ctx_multiM	pss_mechanized.le0_refl	519752	476850
pss_mechanized.oper_d1pos_ctx_multiM	pss_mechanized.m_6_2_P_components_2	519752	479644
pss_mechanized.oper_d1pos_ctx_multiM	pss_mechanized.seg_of_seg	519752	499018
pss_mechanized.oper_d1pos_ctx_notbrleNp	pss_mechanized.Lng_seg	527348	478982
pss_mechanized.oper_d1pos_ctx_notbrleNp	pss_mechanized.TrMax_seg_oper_d1pos_eq_span	527348	507564
pss_mechanized.oper_d1pos_ctx_notbrleNp	pss_mechanized.le0_prefix_row0_shift_rev	527348	527154
pss_mechanized.oper_d1pos_ctx_notbrleNp	pss_mechanized.le0_trans	527348	477422
pss_mechanized.oper_d1pos_ctx_notbrleNp	pss_mechanized.oper_d1pos_period_row0_unif	527348	526188
pss_mechanized.oper_d1pos_ctx_notbrleNp	pss_mechanized.oper_d1pos_seg_le0_boundary	527348	510962
pss_mechanized.oper_d1pos_ctx_notbrleNp	pss_mechanized.seg_nth_eq	527348	498948
pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	pss_mechanized.Lng_seg	527752	478982
pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	pss_mechanized.TrMax_seg_oper_d1pos_eq_regA	527752	515512
pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	pss_mechanized.adm_le0_seg	527752	481600
pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	pss_mechanized.le0_prefix_row0_shift_rev	527752	527154
pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	pss_mechanized.le0_trans	527752	477422
pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	pss_mechanized.oper_d1pos_LngM	527752	501078
